route_id,service_id,trip_id,trip_headsign,direction_id,block_id
CITL,50014-CITL04-D,5218914,Lille Porte Des Postes,0,
32,48933-__3203-LAMJV,5067058,Wasquehal Jp Sartre,1,
L7,48826-__L703-D,5054423,Lille Porte Des Postes,1,
20R,49391-_20R41-D,5117210,Peronne En Melantois Chemin Ecoliers,0,
C10,48210-_C1001-S,4993290,Marcq En Baroeul Pave Strategique,1,
71,49509-__7109-S,5130125,Lille Gare Lille Flandres,1,
18,48186-__1804-S,4991659,Villeneuve D Ascq Hotel De Ville,0,
L4,48092-__L454-LAMJV,4982407,Lys Lez Lannoy Centre Commercial,0,
50,48398-__5004-S,5002636,Marcq En Baroeul College,1,
CIT5,48859-CIT515-LAMJV,5057514,Roubaix Roubaix Man Fraternité,0,
76,49854-__7601-S,5197639,Lomme St. Philibert,0,
71,48776-__7107-S,5045677,Roubaix Euroteleport,0,
32,48895-__3208-LAMJV,5063792,Villeneuve D Ascq Hotel De Ville,0,
CIT5,48084-CIT507-S,4981160,Wattrelos Centre,1,
CITL,50012-CITL01-LAMJV,5218377,Lille Porte Des Postes,1,
13,48886-__1317-LAMJV,5062433,Lille Lille Fives,1,
C12,48140-_C1201-S,4988817,Hem Eglise Saint Paul,0,
L5,48131-__L553-LAMJV,4987997,Haubourdin Le Parc,0,
15,48182-__1501-LAMJV,4991252,Lille Porte De Douai,1,
22R,49395-_22R12-LAMJV,5117417,Radinghem En Weppes Radinghem Place,0,
ME1,49535-_ME132-S,5137403,Villeneuve D Ascq 4 Cantons Stade,1,
NVL,48224-_NVL01-S,4994371,Lille Rihour,0,
34,48071-__3402-D,4980253,Roubaix Euroteleport,1,
34,48069-__3404-LAMJV,4980085,Roubaix Euroteleport,1,
L1,49868-__L102-D,5200063,Wambrechies Agrippin,1,
CITL,50014-CITL03-D,5218885,Lille Porte Des Postes,1,
ME2,49551-_ME204-D,5149865,Lomme St. Philibert,0,
ME1,49535-_ME139-S,5137562,Lille Chu-Eurasante,0,
71,49802-__7105-D,5192820,Lille Gare Lille Flandres,1,
75R,49447-_75R01-D,5118369,Comines Comines Gare,0,
17,48829-__1703-S,5054857,Tourcoing Tourcoing Centre,0,
ME1,49534-_ME153-LAMJV,5136664,Lille Chu-Eurasante,0,
CITL,50025-CITL01-LAMJV,5219881,Lille Porte Des Postes,1,
ME2,49550-_ME206-S,5149227,Tourcoing C.H. Dron,1,
71,49511-__7103-LAMJV,5130487,Lille Gare Lille Flandres,1,
ME1,49535-_ME146-S,5137674,Villeneuve D Ascq 4 Cantons Stade,1,
15,49766-__1505-LAMJV,5188801,Lesquin Verdun,0,
50,48898-__5010-LAMJV,5064068,Saint Andre Grand St Andre,0,
ME1,49536-_ME106-D,5137935,Villeneuve D Ascq 4 Cantons Stade,1,
76,49857-__7603-LAMJV,5197901,Lille Bayart,1,
30,48834-__3001-D,5055290,Tourcoing Tourcoing Centre,0,
25R,49405-_25R41-S,5117797,Illies Centre,1,
18,48186-__1806-S,4991673,Lomme Anatole France,1,
17,48829-__1702-S,5054847,Wattrelos Centre,1,
ME1,49535-_ME137-S,5137505,Lille Chu-Eurasante,0,
18,48893-__1807-S,5063573,Lomme Anatole France,1,
L1,49881-__L158-LAMJV,5202523,Faches Thumesnil Ctre Commercial,0,
L8,48876-__L801-S,5061380,Hem Blanchisserie,1,
71,49509-__7106-S,5130008,Lille Gare Lille Flandres,1,
71,50041-__7119-LAMJV,5223121,Lille Gare Lille Flandres,1,
15,48889-__1502-LAMJV,5062956,Lille Porte De Douai,1,
L91,49073-_L9111-S,5072603,Lille Lille Europe,0,
10,50055-__1009-LAMJV,5225942,Lomme Lomme Hegel,1,
L6,48222-__L651-D,4994242,Villeneuve D Ascq Contrescarpe,0,
50,48399-__5007-LAMJV,5002764,Saint Andre Grand St Andre,0,
L1,48127-__L156-D,4987581,Faches Thumesnil Ctre Commercial,0,
CO2,49862-_CO201-LAMJV,5198746,Perenchies Europe,0,
L8,48875-__L817-LAMJV,5061328,Tourcoing Risquons Tout,0,
13,49771-__1306-LAMJV,5189392,Lille Lille Fives,1,
ME1,49536-_ME106-D,5137915,Villeneuve D Ascq 4 Cantons Stade,1,
ME1,49534-_ME113-LAMJV,5135969,Lille Chu-Eurasante,0,
ME1,49536-_ME107-D,5137956,Lille Chu-Eurasante,0,
CO3,49770-_CO302-LAMJV,5189228,Ennetieres En Weppes Ctre Commercial,1,
32,48189-__3203-S,4991936,Wasquehal Jp Sartre,1,
L91,49072-_L9119-LAMJV,5072439,Halluin Gounod,1,
71,49802-__7104-D,5192799,Lille Gare Lille Flandres,1,
71,50041-__7116-LAMJV,5223074,Lille Gare Lille Flandres,1,
ME2,50027-_ME279-LAMJV,5221146,Lomme Lomme-Lambersart,0,
ME1,49534-_ME123-LAMJV,5136142,Villeneuve D Ascq 4 Cantons Stade,1,
CITT,48088-CITT03-D,4981575,Tourcoing Centre Commercial,0,
22R,49396-_22R58-S,5117537,Santes Hotel De Ville,0,
L99,49085-_L9950-LAMJV,5073604,Lomme St. Philibert,0,
L1,49881-__L156-LAMJV,5202482,Faches Thumesnil Ctre Commercial,0,
32,48896-__3205-S,5063909,Wasquehal Jp Sartre,1,
10,50055-__1002-LAMJV,5225761,Lille Gare Lille Flandres,0,
34,48070-__3403-S,4980174,Villeneuve D Ascq Pont De Bois,0,
L3,48090-__L351-S,4981906,Wattrelos Quart. Beaulieu,1,
ME2,49550-_ME219-S,5149460,Tourcoing C.H. Dron,1,
34,48070-__3402-S,4980146,Villeneuve D Ascq Pont De Bois,0,
CO1,48217-_CO106-S,4993783,Lille Chu-Eurasante,0,
71,49510-__7105-D,5130411,Roubaix Euroteleport,0,
55,49174-__5509-LAMJV,5103903,Seclin Le Riez,0,
64,48547-__6410-LAMJV,5019800,Lomme St. Philibert,1,
L8,50091-__L803-LAMJV,5230287,Tourcoing Risquons Tout,0,
14,50030-__1410-LAMJV,5221574,Marquette Lez Lille Les Voiles,0,
ME1,49535-_ME143-S,5137622,Villeneuve D Ascq 4 Cantons Stade,1,
71,49511-__7111-LAMJV,5130669,Lille Gare Lille Flandres,1,
14,50028-__1404-S,5221265,Marquette Lez Lille Les Voiles,0,
71,48776-__7102-S,5045500,Lille Gare Lille Flandres,1,
L7,48825-__L701-LAMJV,5054158,Lille Porte Des Postes,1,
ME1,49534-_ME114-LAMJV,5136001,Lille Chu-Eurasante,0,
ME1,49536-_ME111-D,5138052,Villeneuve D Ascq 4 Cantons Stade,1,
L91,49075-_L9101-LAMJV,5072753,Lille Lille Europe,0,
71,50042-__7104-S,5223307,Lille Gare Lille Flandres,1,
