stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
254,Gravier De Lille,GRAVIER DE LILLE 59560 COMINES,50.736673,3.015192,1,,1,,,0
330,M.I.N.,M.I.N. 59320 ENNETIERES EN WEPPES,50.636523,2.96685,1,,1,,,0
6936,Ferry,FERRY 59260 HELLEMMES LILLE,50.624888,3.09919,1,,1,,,0
486,Innovation,INNOVATION 59260 HELLEMMES LILLE,50.62531,3.103371,1,,1,,,0
990,La Viscourt,LA VISCOURT 59126 LINSELLES,50.738518,3.101887,1,,1,,,0
6426,Lomme Hegel,LOMME HEGEL 59160 LOMME,50.628021,3.015552,1,,1,,,0
1020,Hotel De Ville,LOMME HOTEL DE VILLE 59160 LOMME,50.638877,3.012032,1,,1,,,0
8873,Montgolfier,LA MADELEINE MONTGOLFIER CLE_COMMUNE: 55,50.663157,3.075133,1,,1,,,0
2627,Cimetiere Bourg,CIMETIERE BOURG 59700 MARCQ EN BAROEUL,50.671827,3.081853,1,,1,,,0
2973,Hippodrome,HIPPODROME 59700 MARCQ EN BAROEUL,50.664277,3.08874,1,,1,,,0
9076,Isly,ISLY CLE_COMMUNE: 55,50.69504,3.130976,1,,1,,,0
1291,La Prevote,LA PREVOTE 59840 PERENCHIES,50.678133,2.963662,1,,1,,,0
1326,Gare,QUESNOY GARE 59890 QUESNOY SUR DEULE,50.708734,2.995305,1,,1,,,0
5520,Roncq Place,RONCQ PLACE 59223 RONCQ,50.753424,3.120708,1,,1,,,0
1620,Place Des Ecoles,PLACE DES ECOLES 59496 SALOME,50.53315,2.840247,1,,1,,,0
1642,Fenelon,FENELON 59113 SECLIN,50.548774,3.02832,1,,1,,,0
1760,Renaix,RENAIX 59200 TOURCOING,50.722428,3.171215,1,,1,,,0
6983,Tourcoing Gare,TOURCOING GARE 59200 TOURCOING,50.717307,3.167258,1,,1,,,0
1800,Conservatoire,CONSERVATOIRE 59200 TOURCOING,50.72429,3.162513,1,,1,,,0
8811,Carliers,CARLIERS CLE_COMMUNE: 80,50.710566,3.159885,1,,1,,,0
7635,Cimetiere,WATTIGNIES CIMETIERE,50.584609,3.041848,1,,1,,,0
7102,Hopital,HOPITAL 7700 MOUSCRON BELGIQUE,50.747243,3.21838,1,,1,,,0
5619,Eglise St Joseph,EGLISE SAINT JOSEPH 59510 HEM,50.663559,3.188494,1,,1,,,0
360,Bourget,BOURGET 59155 FACHES THUMESNIL,50.603168,3.056093,1,,1,,,0
2043,Mairie,WARNETON MAIRIE 59560 WARNETON,50.747203,2.951566,1,,1,,,0
7241,Jean Moulin,JEAN MOULIN 59100 ROUBAIX,50.684555,3.171825,1,,1,,,0
1416,Pont Rouge,PONT ROUGE 59100 ROUBAIX,50.679787,3.19614,1,,1,,,0
1476,Leon Marlot,LEON MARLOT 59100 ROUBAIX,50.673318,3.192387,1,,1,,,0
4415,Beaumont,BEAUMONT 59100 ROUBAIX,50.682275,3.176008,1,,1,,,0
6877,Petit Bondues,PETIT BONDUES 59910 BONDUES,50.718772,3.082087,1,,1,,,0
9151,Centre Impots,CENTRE DES IMPOTS CLE_COMMUNE: 68,50.673015,3.184378,1,,1,,,0
1415,Flandre,FLANDRE 59100 ROUBAIX,50.700405,3.178375,1,,1,,,0
2585,De Gaulle,DE GAULLE 59790 RONCHIN,50.603016,3.090696,1,,1,,,0
5415,Le Sart Sud,LE SART SUD 59650 VILLENEUVE D ASCQ,50.662585,3.138208,1,,1,,,0
7007,Blanchisserie,BLANCHISSERIE 59320 HAUBOURDIN,50.59161,2.982012,1,,1,,,0
7818,Harrison,HARRISSON CLE_COMMUNE: 84,50.606376,3.162866,1,,1,,,0
9097,Quai 22,QUAI 22 CLE_COMMUNE: 881,50.666341,3.058455,1,,1,,,0
9092,Vda C. Cial,CENTRE COMMERCIAL CLE_COMMUNE: 84,50.636946,3.121858,1,,1,,,0
5974,Fin De La Guerre,FIN DE LA GUERRE 59320 ESCOBECQUES,50.619082,2.9385,1,,1,,,0
709,Victor Hugo,LEERS VICTOR HUGO,50.682597,3.244799,1,,1,,,0
255,College St Joseph (F),COLLEGE ST JOSEPH (F) 59560 COMINES,50.761288,3.004455,1,,1,,,0
366,Rue De Tressin,FOREST RUE DE TRESSIN 59510 FOREST SUR MARQUE,50.632375,3.192871,1,,1,,,0
347,Moulin De Lesquin,MOULIN DE LESQUIN 59155 FACHES THUMESNIL,50.587588,3.087462,1,,1,,,0
1011,A.Thomas,A.THOMAS 59160 LOMME,50.647405,3.002497,1,,1,,,0
6276,Dhainaut,DHAINAUT 59120 LOOS,50.61356,3.005868,1,,1,,,0
1071,Eurasante Epi De Soil,LOOS EURASANTE EPI DE SOIL 59120 LOOS,50.601526,3.040592,1,,1,,,0
1123,Place Tiers,PLACE TIERS 59700 MARCQ EN BAROEUL,50.65841,3.102058,1,,1,,,0
1131,Rue De L'Eglise,RUE DE L'EGLISE 59700 MARCQ EN BAROEUL,50.665193,3.079609,1,,1,,,0
1164,Pont Courroy,PONT COURROY 59700 MARCQ EN BAROEUL,50.681487,3.101014,1,,1,,,0
1260,College Jules Verne,COLLEGE JULES VERNE 59960 NEUVILLE EN FERRAIN,50.748341,3.168439,1,,1,,,0
2551,Centre,PREMESQUES CENTRE 59840 PREMESQUES,50.655337,2.951833,1,,1,,,0
5507,Le Plat Parez,LE PLAT PAREZ 59890 QUESNOY SUR DEULE,50.714598,3.023792,1,,1,,,0
1312,Les Olympiades,LES OLYMPIADES 59890 QUESNOY SUR DEULE,50.71372,3.007125,1,,1,,,0
6693,Tourcoing C.Cial,TOURCOING CENTRE COMMERCIAL 59200 TOURCOING,50.738608,3.13875,1,,1,,,0
1771,Marliere,MARLIERE 59200 TOURCOING,50.737219,3.189681,1,,1,,,0
2399,Wardhust,WARDHUST 59249 AUBERS,50.597571,2.810734,1,,1,,,0
2493,Zuidstraadt,ZUIDSTRAADT 8930 MENEN (BELGIQUE),50.788235,3.136945,1,,1,,,0
511,Zone Artisanale,ZONE ARTISANALE 59510 HEM,50.665127,3.180886,1,,1,,,0
5948,La Cessoie,LA CESSOIE 59130 LAMBERSART,50.658031,3.03563,1,,1,,,0
1091,Saint Luc,SAINT LUC 59390 LYS LEZ LANNOY,50.672056,3.218889,1,,1,,,0
4672,Dunant,DUNANT 59510 HEM,50.668628,3.20134,1,,1,,,0
7037,Inst Cx Blanche,INSTITUTION LA CROIX BLANCHE 59910 BONDUES,50.719181,3.109037,1,,1,,,0
7905,Ep. Montesquieu,EPEULE MONTESQUIEU CLE_COMMUNE: 68,50.683912,3.163272,1,,1,,,0
7658,P. De Roubaix,PIERRE DE ROUBAIX CLE_COMMUNE: 68,50.690384,3.186523,1,,1,,,0
1465,Moliere,MOLIERE 59100 ROUBAIX,50.690893,3.198435,1,,1,,,0
6602,Nations Unies,NATIONS UNIES (RUE GAMBETTA) ROUBAIX,50.692536,3.185218,1,,1,,,0
1462,Watt,WATT 59100 ROUBAIX,50.688158,3.158753,1,,1,,,0
5789,Le Jambon,LE JAMBON 59910 BONDUES,50.710867,3.107552,1,,1,,,0
1407,Les Gobelins,LES GOBELINS 59100 ROUBAIX,50.694393,3.172116,1,,1,,,0
2238,Rue D'Oresmieux,RUE D'ORESMIEUX 59134 WICRES,50.56568,2.861645,1,,1,,,0
7239,Alfred Mongy,ALFRED MONGY 59100 ROUBAIX,50.687637,3.174997,1,,1,,,0
2537,Rue Du Moulin,RUE DU MOULIN 59193 ERQUINGHEM LYS,50.675522,2.835639,1,,1,,,0
6699,Jean Jaures,V. D'ASCQ JEAN JAURES 59650 VILLENEUVE D ASCQ,50.658695,3.135041,1,,1,,,0
1907,Versailles,VERSAILLES 59650 VILLENEUVE D ASCQ,50.614628,3.128755,1,,1,,,0
5864,Rue De Croix,RUE DE CROIX 59290 WASQUEHAL,50.677444,3.134677,1,,1,,,0
6255,Caserne Des Pompiers,CASERNE DES POMPIERS 59320 HAUBOURDIN,50.611291,2.978699,1,,1,,,0
5866,Place Gambetta,PLACE GAMBETTA 59290 WASQUEHAL,50.673606,3.12897,1,,1,,,0
7075,Flers Masquelier,FLERS MASQUELIER 59650 VILLENEUVE D ASCQ,50.638056,3.124965,1,,1,,,0
5887,Place Thiers,PLACE THIERS 59280 ARMENTIERES,50.687363,2.877988,1,,1,,,0
432,Douane,HALLUIN DOUANE 59250 HALLUIN,50.786231,3.126303,1,,1,,,0
2647,Jacquet,JACQUET 59000 LILLE,50.637389,3.085036,1,,1,,,0
278,Palais Des Metiers,PALAIS DES METIERS 59170 CROIX,50.675666,3.140578,1,,1,,,0
822,Mermoz,MERMOZ 59000 LILLE,50.628626,3.0246,1,,1,,,0
2621,Thionville,THIONVILLE 59000 LILLE,50.642962,3.066653,1,,1,,,0
684,Repos,REPOS 59115 LEERS,50.682921,3.249506,1,,1,,,0
287,Deux Moulins,DEUX MOULINS 59170 CROIX,50.679576,3.15168,1,,1,,,0
6904,Palais Justice,PALAIS DE JUSTICE 59000 LILLE,50.642398,3.063485,1,,1,,,0
7735,Rue Briqueterie,RUE BRIQUETERIE CLE_COMMUNE: 59,50.691891,3.14081,1,,1,,,0
274,Hopital,HOPITAL 59560 COMINES,50.758667,3.003176,1,,1,,,0
275,Abbe Lemire,ABBE LEMIRE 59560 COMINES,50.761614,3.000486,1,,1,,,0
5914,Pave Du Moulin,PAVE DU MOULIN 59260 HELLEMMES LILLE,50.622435,3.12132,1,,1,,,0
571,Botte D'Or,BOTTE D'OR 59480 ILLIES,50.558464,2.836432,1,,1,,,0
592,La Choque,LA CHOQUE 59930 LA CHAPELLE D ARMENTIERES,50.676234,2.873379,1,,1,,,0
724,Anatole France,ANATOLE FRANCE 59810 LESQUIN,50.584847,3.124197,1,,1,,,0
5748,Clemenceau,MARCQ CLEMENCEAU 59700 MARCQ EN BAROEUL,50.664665,3.083891,1,,1,,,0
1148,Hautes Loges,HAUTES LOGES 59700 MARCQ EN BAROEUL,50.668709,3.088652,1,,1,,,0
6869,Gare,GARE 59840 PERENCHIES,50.667103,2.9736,1,,1,,,0
5506,Le Petit Chat,LE PETIT CHAT 59890 QUESNOY SUR DEULE,50.707339,3.032252,1,,1,,,0
7190,Latte,LATTE 59223 RONCQ,50.750731,3.130859,1,,1,,,0
5752,Hts De Neuville,LES HAUTS DE NEUVILLE 59200 TOURCOING,50.739888,3.163733,1,,1,,,0
7837,Roseraie,ROSERAIE TOURCOING,50.739167,3.141021,1,,1,,,0
1731,Jacquard,JACQUARD 59200 TOURCOING,50.727563,3.175865,1,,1,,,0
1804,Fresnoy,FRESNOY 59200 TOURCOING,50.699668,3.155822,1,,1,,,0
7089,Kleber,KLEBER 59139 WATTIGNIES,50.582863,3.030157,1,,1,,,0
2506,Leers Nord Belgique,LEERS NORD BELGIQUE 07730 LEERS NORD BELGIQUE,50.688227,3.269286,1,,1,,,0
502,Mesanges,MESANGES 59510 HEM,50.663538,3.203129,1,,1,,,0
652,Blanchisseurs,BLANCHISSEURS 59130 LAMBERSART,50.639656,3.026797,1,,1,,,0
5621,Pascal,PASCAL 59510 HEM,50.664708,3.193623,1,,1,,,0
6329,Le Moulin,LE MOULIN 59237 VERLINGHEM,50.677514,3.01302,1,,1,,,0
1041,Le Bocage,LE BOCAGE 59840 LOMPRET,50.667623,2.992604,1,,1,,,0
635,Lavoisier,LAVOISIER 59130 LAMBERSART,50.641958,3.02271,1,,1,,,0
197,Le Christ,LE CHRIST 59910 BONDUES,50.724511,3.080788,1,,1,,,0
7656,Hospice,HOSPICE CLE_COMMUNE: 5,50.7089,3.089045,1,,1,,,0
8903,Roubaix Piscine Lesaffre,PISCINE LESAFFRE CLE_COMMUNE: 68,50.682254,3.181754,1,,1,,,0
7232,Jacques Prevert,JACQUES PREVERT 59910 BONDUES,50.702066,3.069409,1,,1,,,0
5795,La Payelle,LA PAYELLE 59910 BONDUES,50.703152,3.097617,1,,1,,,0
216,Aerodrome,AERODROME 59910 BONDUES,50.687489,3.086125,1,,1,,,0
9069,Residence Univer,RESIDENCE UNIVERSITAIRE VILLENEUVE D'ASCQ,50.626938,3.122674,1,,1,,,0
7079,Gendarmerie,GENDARMERIE 59650 VILLENEUVE D ASCQ,50.646684,3.129488,1,,1,,,0
5855,Trois Louches,LES TROIS LOUCHES 59118 WAMBRECHIES,50.701372,3.035785,1,,1,,,0
2084,Lamartine,WASQUEHAL LAMARTINE 59290 WASQUEHAL,50.688699,3.133628,1,,1,,,0
4680,Duthoit,DUTHOIT 59150 WATTRELOS,50.694919,3.212726,1,,1,,,0
7958,Le Touquet,LE TOUQUET CLE_COMMUNE: 86,50.702458,3.056054,1,,1,,,0
7781,Gare,GARE DE WAMBRECHIES CLE_COMMUNE: 86,50.682803,3.044123,1,,1,,,0
1921,Petit Boulevard,PETIT BOULEVARD 59650 VILLENEUVE D ASCQ,50.626157,3.143759,1,,1,,,0
4356,Haute Borne,HAUTE BORNE 59650 VILLENEUVE D ASCQ,50.607986,3.154138,1,,1,,,0
5970,Rue Du Hem,RUE DU HEM 59320 SEQUEDIN,50.631899,2.984957,1,,1,,,0
420,Noir Pignon,NOIR PIGNON 59250 HALLUIN,50.773893,3.123066,1,,1,,,0
6951,Papinerie,PAPINERIE 59115 LEERS,50.673438,3.234963,1,,1,,,0
866,Porte D'Arras,LILLE PORTE D'ARRAS 59000 LILLE,50.617792,3.061886,1,,1,,,0
760,Piscine M. Dormoy,PISCINE M. DORMOY 59000 LILLE,50.635687,3.035558,1,,1,,,0
7661,Champ De Mars,CHAMP DE MARS CLE_COMMUNE: 47,50.637069,3.051192,1,,1,,,0
6828,Gassendi,GASSENDI (RUE DU BOIS) 59000 LILLE,50.649807,3.088946,1,,1,,,0
953,Bas Jardin,BAS JARDIN 59000 LILLE,50.623134,3.06422,1,,1,,,0
757,Artois,ARTOIS 59000 LILLE,50.626091,3.061668,1,,1,,,0
159,Frontiere,BAISIEUX FRONTIERE 59780 BAISIEUX,50.607848,3.253141,1,,1,,,0
253,Desire Ducarin,DESIRE DUCARIN 59560 COMINES,50.75721,3.004019,1,,1,,,0
5738,Faidherbe,FAIDHERBE 59560 COMINES,50.765646,3.022671,1,,1,,,0
5568,L'Armee,L'ARMEE 59930 LA CHAPELLE D ARMENTIERES,50.6692,2.869662,1,,1,,,0
991,Cimetiere,LINSELLES CIMETIERE 59126 LINSELLES,50.741714,3.08079,1,,1,,,0
993,Nouveau Monde,NOUVEAU MONDE 59126 LINSELLES,50.735732,3.105632,1,,1,,,0
996,Leo Lagrange,LEO LAGRANGE 59160 LOMME,50.630033,3.00857,1,,1,,,0
4126,Ancienne Mairie,ANCIENNE MAIRIE 59370 MONS EN BAROEUL,50.645467,3.101902,1,,1,,,0
1218,Lavoisier,LAVOISIER (RUE JACQUARD) 59370 MONS EN BAROEUL,50.634824,3.106958,1,,1,,,0
1381,Faubourg De Roncq,FAUBOURG DE RONCQ 59223 RONCQ,50.759233,3.121053,1,,1,,,0
1590,Lardé,LARDÉ 59184 SAINGHIN EN WEPPES,50.553333,2.91449,1,,1,,,0
1681,Jude Blanckaert,JUDE BLANCKAERT 59113 SECLIN,50.542633,3.027447,1,,1,,,0
1756,Anor,ANOR 59200 TOURCOING,50.72393,3.136579,1,,1,,,0
1779,Tilleul,TILLEUL 59200 TOURCOING,50.718834,3.169473,1,,1,,,0
6940,Laennec,LAENNEC 59139 WATTIGNIES,50.589466,3.050583,1,,1,,,0
359,Philippe De Girard,PHILIPPE DE GIRARD 59155 FACHES THUMESNIL,50.599532,3.053546,1,,1,,,0
1085,Fresnoy,FRESNOY 59390 LYS LEZ LANNOY,50.673694,3.225665,1,,1,,,0
5828,Rte Deulemont,ROUTE DE DEULEMONT 59560 WARNETON,50.744513,2.945935,1,,1,,,0
1896,Chemin De Sainghin,CHEMIN DE SAINGHIN 59237 VERLINGHEM,50.699903,3.011148,1,,1,,,0
633,Victoire,VICTOIRE 59130 LAMBERSART,50.646037,3.023119,1,,1,,,0
2872,La Fontaine,LA FONTAINE 59136 WAVRIN,50.566333,2.925782,1,,1,,,0
6932,Rue D'Ennetieres,RUE D ENNETIERES 59175 TEMPLEMARS,50.565826,3.064656,1,,1,,,0
1559,Cimetiere,ROUBAIX CIMETIERE 59100 ROUBAIX,50.701309,3.187839,1,,1,,,0
375,Victor Hugo,VICTOR HUGO 59134 FOURNES EN WEPPES,50.589959,2.893493,1,,1,,,0
5896,Rue Des Champs,RUE DES CHAMPS 59100 ROUBAIX,50.691657,3.166803,1,,1,,,0
1880,Gressart,GRESSART 59152 TRESSIN,50.623966,3.195985,1,,1,,,0
1526,Parc Des Sports,PARC DES SPORTS 59100 ROUBAIX,50.676227,3.201133,1,,1,,,0
1961,Florence,FLORENCE 59650 VILLENEUVE D ASCQ,50.6318,3.125543,1,,1,,,0
4650,Molinel,MOLINEL 59290 WASQUEHAL,50.674794,3.128311,1,,1,,,0
1958,Bouderiez,BOUDERIEZ 59650 VILLENEUVE D ASCQ,50.618594,3.147881,1,,1,,,0
7060,Comices,COMICES 59650 VILLENEUVE D ASCQ,50.641363,3.153117,1,,1,,,0
6341,14 Juillet,14 JUILLET 59790 RONCHIN,50.603847,3.088284,1,,1,,,0
133,Louis Bleriot,LOUIS BLERIOT 59280 ARMENTIERES,50.703284,2.887977,1,,1,,,0
6827,Gambetta Leclerc,GAMBETTA LECLERC (RUE LEON GAMBETTA) 59320 HAUBOURDIN,50.608413,2.986909,1,,1,,,0
2172,Faure,FAURE 59150 WATTRELOS,50.708433,3.186208,1,,1,,,0
1997,Planche Epinoy,PLANCHE EPINOY 59650 VILLENEUVE D ASCQ,50.664357,3.145815,1,,1,,,0
4653,Adenauer,ADENAUER 59290 WASQUEHAL,50.684402,3.129522,1,,1,,,0
2060,Leo Lagrange,LEO LAGRANGE 59290 WASQUEHAL,50.683724,3.138759,1,,1,,,0
5737,Papeterie,PAPETERIE 59166 BOUSBECQUE,50.772259,3.084159,1,,1,,,0
407,La Bascule,LA BASCULE 59320 HALLENNES LEZ HAUBOURDIN,50.614164,2.969501,1,,1,,,0
5736,Petit Paris,PETIT PARIS 59166 BOUSBECQUE,50.758384,3.093128,1,,1,,,0
293,Trois Sources,TROIS SOURCES 59170 CROIX,50.677048,3.147334,1,,1,,,0
154,Maison D'Accueil,MAISON D'ACCUEIL 59780 BAISIEUX,50.603275,3.251591,1,,1,,,0
2548,Vert Feuillage,VERT FEUILLAGE 59840 PREMESQUES,50.649872,2.946842,1,,1,,,0
5917,Jean Jaures,JEAN JAURES 59260 HELLEMMES LILLE,50.62613,3.105724,1,,1,,,0
556,Hotel De Ville,HOUPLINES HOTEL DE VILLE 59116 HOUPLINES,50.689888,2.906835,1,,1,,,0
5582,L'Octroi,L'OCTROI 59116 HOUPLINES,50.687747,2.898381,1,,1,,,0
740,Descat,DESCAT 59810 LESQUIN,50.581315,3.11094,1,,1,,,0
738,Crt 3,CRT 3 59810 LESQUIN,50.579527,3.136752,1,,1,,,0
978,Les Trois Fetus,LES TROIS FETUS 59126 LINSELLES,50.72782,3.052067,1,,1,,,0
1119,Barrois,BARROIS 59700 MARCQ EN BAROEUL,50.669311,3.100122,1,,1,,,0
5942,Papeterie,PAPETERIE 59520 MARQUETTE LEZ LILLE,50.671006,3.066032,1,,1,,,0
1230,Guinguette,GUINGUETTE 59370 MONS EN BAROEUL,50.636264,3.116205,1,,1,,,0
1319,Le Plaquet,LE PLAQUET 59890 QUESNOY SUR DEULE,50.701824,2.980554,1,,1,,,0
1867,Touquet,TOUQUET 59200 TOURCOING,50.722252,3.181329,1,,1,,,0
1799,Villas,VILLAS 59200 TOURCOING,50.696605,3.152467,1,,1,,,0
2109,Hotel De Ville,WATTIGNIES HOTEL DE VILLE 59139 WATTIGNIES,50.588008,3.05138,1,,1,,,0
9028,Bois Grenier Cimetiere,BOIS GRENIER CIMETIERE CLE_COMMUNE: 212,50.647232,2.876016,1,,1,,,0
683,Boutemy,BOUTEMY 59390 LANNOY,50.668796,3.210602,1,,1,,,0
8018,Pont Royal,PONT ROYAL CLE_COMMUNE: 42,50.64861,3.045685,1,,1,,,0
5544,Av. De  Roubaix,AVENUE DE ROUBAIX 59155 FACHES THUMESNIL,50.596441,3.069653,1,,1,,,0
9039,Vélodrome,VELODROME - VAN DER MEERSCH CLE_COMMUNE: 68,50.680659,3.204753,1,,1,,,0
1518,Buisine,BUISINE 59100 ROUBAIX,50.688142,3.18904,1,,1,,,0
1512,Trois Ponts,TROIS PONTS 59100 ROUBAIX,50.684566,3.201475,1,,1,,,0
4423,Sainte Elisabeth,SAINTE ELISABETH 59100 ROUBAIX,50.687666,3.183921,1,,1,,,0
2006,Chappe,CHAPPE 59650 VILLENEUVE D ASCQ,50.644047,3.12654,1,,1,,,0
9129,Rue Duthoit,RUE DUTHOIT CLE_COMMUNE: 793,50.629209,2.898598,1,,1,,,0
6942,Quart. Beaulieu,WATTRELOS QUARTIER BEAULIEU 59150 WATTRELOS,50.703444,3.236025,1,,1,,,0
2559,Le Tilleul,LE TILLEUL 59262 SAINGHIN EN MELANTOIS,50.585081,3.167925,1,,1,,,0
140,Le Bizet,ARMENTIERES BIZET 59280 ARMENTIERES,50.705885,2.884051,1,,1,,,0
1900,Ladriere,LADRIERE 59650 VILLENEUVE D ASCQ,50.631057,3.128141,1,,1,,,0
110,Raymond Lis,RAYMOND LIS 59280 ARMENTIERES,50.692007,2.884605,1,,1,,,0
5600,Republique,ANNAPPES REPUBLIQUE 59650 VILLENEUVE D ASCQ,50.626278,3.149839,1,,1,,,0
7072,Ulysse Trelat,ULYSSE TRELAT 59350 SAINT ANDRE,50.658503,3.042552,1,,1,,,0
775,Rue De Wazemmes,RUE DE WAZEMMES 59000 LILLE,50.622811,3.061226,1,,1,,,0
969,Fulton,FULTON 59000 LILLE,50.623334,3.037416,1,,1,,,0
400,Maison D'Arret,MAISON D'ARRET 59320 HALLENNES LEZ HAUBOURDIN,50.617881,2.965332,1,,1,,,0
809,Cormontaigne,CORMONTAIGNE 59000 LILLE,50.626159,3.040601,1,,1,,,0
7833,Caserne Kleber,CASERNE KLEBER 59000 LILLE,50.64547,3.065702,1,,1,,,0
7655,Le Hel,LE HEL CLE_COMMUNE: 12 COMINES,50.750256,2.984218,1,,1,,,0
314,Mairie,DON MAIRIE 59272 DON,50.547915,2.920088,1,,1,,,0
6921,Ctre Commercial,ENGLOS CENTRE COMMERCIAL 59320 ENNETIERES EN WEPPES,50.632208,2.965202,1,,1,,,0
5722,Rue Chobourdin,RUE DU CHOBOURDIN 59134 HERLIES,50.58316,2.852106,1,,1,,,0
1295,Le Fresnel,LE FRESNEL 59840 PERENCHIES,50.680395,2.959723,1,,1,,,0
2653,Chats Huants,CHATS HUANTS 59223 RONCQ,50.746545,3.126325,1,,1,,,0
2671,Casanova,CASANOVA 59223 RONCQ,50.759298,3.112146,1,,1,,,0
7033,Le Boulois,LE BOULOIS 59223 RONCQ,50.729218,3.116088,1,,1,,,0
6927,Centre Commercial,SECLIN CENTRE COMMERCIAL 59113 SECLIN,50.549626,3.051874,1,,1,,,0
7124,Tourcoing Centre,TOURCOING CENTRE 59200 TOURCOING,50.72116,3.158294,1,,1,,,0
1754,Descat,DESCAT 59200 TOURCOING,50.694844,3.151506,1,,1,,,0
4484,Berquier,BERQUIER 59200 TOURCOING,50.746128,3.174749,1,,1,,,0
1788,Pont Du Blanc Seau,PONT DU BLANC SEAU 59200 TOURCOING,50.695184,3.146131,1,,1,,,0
5755,Rue De Gand,RUE DE GAND 59200 TOURCOING,50.737938,3.162909,1,,1,,,0
9098,Parc De L'Yser,PARC DE L'YSER CLE_COMMUNE: 80,50.7429,3.170652,1,,1,,,0
6324,Wattignies Blum,WATTIGNIES BLUM 59139 WATTIGNIES,50.590988,3.051084,1,,1,,,0
2482,Rue De Rollegem,RUE DE ROLLEGEM 7700 MOUSCRON BELGIQUE,50.743852,3.227169,1,,1,,,0
2489,Chapelle,CHAPELLE 7700 MOUSCRON BELGIQUE,50.72616,3.231587,1,,1,,,0
1894,Fontaine,FONTAINE 59237 VERLINGHEM,50.686002,2.997561,1,,1,,,0
1087,Tour Eiffel,TOUR EIFFEL 59390 LYS LEZ LANNOY,50.665476,3.214524,1,,1,,,0
675,Sainte Cecile,SAINTE CECILE 59130 LAMBERSART,50.641931,3.030779,1,,1,,,0
355,Mairie,FACHES MAIRIE 59155 FACHES THUMESNIL,50.603812,3.068718,1,,1,,,0
949,Tilmant,TILMANT 59000 LILLE,50.607813,3.059444,1,,1,,,0
665,Lenglet,LENGLET 59130 LAMBERSART,50.654944,3.010132,1,,1,,,0
7143,Calvaire,CALVAIRE 59237 VERLINGHEM,50.684059,3.000218,1,,1,,,0
5808,Centre,FRELINGHIEN CENTRE 59236 FRELINGHIEN,50.712246,2.932334,1,,1,,,0
3962,Hippodrome,HIPPODROME 59130 LAMBERSART,50.645787,3.027615,1,,1,,,0
6360,Loridan,LORIDAN 59910 BONDUES,50.700699,3.086521,1,,1,,,0
5793,Bondues Centre,BONDUES CENTRE 59910 BONDUES,50.70032,3.094212,1,,1,,,0
1414,Jules Guesde,JULES GUESDE 59100 ROUBAIX,50.686202,3.186791,1,,1,,,0
7002,Calmette,CALMETTE 59910 BONDUES,50.716917,3.129459,1,,1,,,0
169,Ferme Du Faux,FERME DU FAUX 59134 BEAUCAMPS LIGNY,50.616888,2.9095,1,,1,,,0
4708,Ernest Renan,ERNEST RENAN 59100 ROUBAIX,50.680779,3.184962,1,,1,,,0
5877,Jp Sartre,WASQUEHAL JEAN PAUL SARTRE 59290 WASQUEHAL,50.672246,3.134058,1,,1,,,0
6956,Renan Buisson,RENAN BUISSON 59280 ARMENTIERES,50.701084,2.884492,1,,1,,,0
2026,Agrippin,WAMBRECHIES AGRIPPIN 59118 WAMBRECHIES,50.686858,3.037643,1,,1,,,0
1928,Horizon,HORIZON 59650 VILLENEUVE D ASCQ,50.6052,3.157616,1,,1,,,0
2010,Rue De Babylone,RUE DE BABYLONE 59650 VILLENEUVE D ASCQ,50.657556,3.140484,1,,1,,,0
393,Mairie,FRETIN MAIRIE 59273 FRETIN,50.559567,3.13525,1,,1,,,0
2126,Winhoutte,WINHOUTTE 59150 WATTRELOS,50.716389,3.2005,1,,1,,,0
2208,Centre Commercial,= ANCIEN PN CARNOT(MODIF LT 2014) 59150 WATTRELOS,50.698899,3.209349,1,,1,,,0
5860,Pasteur,PASTEUR 59118 WAMBRECHIES,50.68125,3.047433,1,,1,,,0
4971,Cimetiere,CIMETIERE DU CRETINIER 59150 WATTRELOS,50.713932,3.188675,1,,1,,,0
2028,Bouverie,BOUVERIE 59118 WAMBRECHIES,50.686771,3.059033,1,,1,,,0
873,Trevise,TREVISE 59000 LILLE,50.62104,3.072481,1,,1,,,0
6731,Voltaire,VOLTAIRE (RUE DE SAIT ANDRE),50.643074,3.056723,1,,1,,,0
5667,D. Penitentiaire,DOMAINE PENITENTIAIRE 59320 SEQUEDIN,50.618798,2.994277,1,,1,,,0
6971,W. Churchill,W. CHURCHILL 59000 LILLE,50.648394,3.061258,1,,1,,,0
1232,Cimetiere,MOUVAUX CIMETIERE 59420 MOUVAUX,50.709084,3.127089,1,,1,,,0
433,Jean Jaures,JEAN JAURES 59250 HALLUIN,50.785775,3.119023,1,,1,,,0
694,Ferme D'Halluin,FERME D'HALLUIN 59115 LEERS,50.686015,3.223639,1,,1,,,0
6970,Magasin,MAGASIN 59000 LILLE,50.645778,3.054505,1,,1,,,0
2691,Stele Des Enfant,STELE DES ENFANTS 59250 HALLUIN,50.782592,3.134408,1,,1,,,0
5588,Source,SOURCE 59320 EMMERIN,50.58314,3.012506,1,,1,,,0
